basin	model	experiment	variant	year	total_tc	rate_per_year_per_realization
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2038	3769	37.690000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2039	2623	26.230000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2040	1410	14.100000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2041	1431	14.310000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2042	3290	32.900000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2043	2667	26.670000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2044	1956	19.560000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2045	2553	25.530000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2046	1923	19.230000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2047	2077	20.770000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2048	2898	28.980000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2049	2090	20.900000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2050	1328	13.280000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2051	2390	23.900000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2052	2733	27.330000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2053	2047	20.470000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2054	2719	27.190000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2055	3514	35.140000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2056	2160	21.600000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2057	2563	25.630000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2058	2404	24.040000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2059	2070	20.700000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2060	2238	22.380000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2061	1210	12.100000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2062	2714	27.140000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2063	2908	29.080000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2064	2232	22.320000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2065	2091	20.910000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2066	3491	34.910000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2067	2251	22.510000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2068	1168	11.680000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2069	2786	27.860000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2070	2897	28.970000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2071	2496	24.960000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2072	1854	18.540000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2073	943	9.430000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2074	1797	17.970000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2075	1857	18.570000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2076	1062	10.620000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2077	2249	22.490000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2078	1876	18.760000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2079	2151	21.510000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2080	2474	24.740000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2081	1328	13.280000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2082	2090	20.900000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2083	2980	29.800000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2084	2463	24.630000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2085	1309	13.090000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2086	2196	21.960000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2087	2238	22.380000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2088	2004	20.040000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2089	2779	27.790000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2090	2039	20.390000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2091	1460	14.600000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2092	2432	24.320000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2093	2548	25.480000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2094	1562	15.620000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2095	2211	22.110000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2096	2131	21.310000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2097	1996	19.960000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2098	2169	21.690000
ENP	CAMS-CSM1-0	ssp585	r1i1p1f1	2099	2472	24.720000
ENP	CESM2	historical	r1i1p1f1	1980	2283	22.830000
ENP	CESM2	historical	r1i1p1f1	1981	1831	18.310000
ENP	CESM2	historical	r1i1p1f1	1982	1481	14.810000
ENP	CESM2	historical	r1i1p1f1	1983	1291	12.910000
ENP	CESM2	historical	r1i1p1f1	1984	1395	13.950000
ENP	CESM2	historical	r1i1p1f1	1985	1559	15.590000
ENP	CESM2	historical	r1i1p1f1	1986	2522	25.220000
ENP	CESM2	historical	r1i1p1f1	1987	2499	24.990000
ENP	CESM2	historical	r1i1p1f1	1988	1792	17.920000
ENP	CESM2	historical	r1i1p1f1	1989	2529	25.290000
ENP	CESM2	historical	r1i1p1f1	1990	2420	24.200000
ENP	CESM2	historical	r1i1p1f1	1991	1219	12.190000
ENP	CESM2	historical	r1i1p1f1	1992	1090	10.900000
ENP	CESM2	historical	r1i1p1f1	1993	2033	20.330000
ENP	CESM2	historical	r1i1p1f1	1994	2132	21.320000
ENP	CESM2	historical	r1i1p1f1	1995	2823	28.230000
ENP	CESM2	historical	r1i1p1f1	1996	3354	33.540000
ENP	CESM2	historical	r1i1p1f1	1997	2512	25.120000
ENP	CESM2	historical	r1i1p1f1	1998	2782	27.820000
ENP	CESM2	historical	r1i1p1f1	1999	1983	19.830000
ENP	CESM2	historical	r1i1p1f1	2000	1921	19.210000
ENP	CESM2	historical	r1i1p1f1	2001	2656	26.560000
ENP	CESM2	historical	r1i1p1f1	2002	2197	21.970000
ENP	CESM2	historical	r1i1p1f1	2003	2968	29.680000
ENP	CESM2	historical	r1i1p1f1	2004	2568	25.680000
ENP	CESM2	historical	r1i1p1f1	2005	3497	34.970000
ENP	CESM2	historical	r1i1p1f1	2006	2356	23.560000
ENP	CESM2	historical	r1i1p1f1	2007	1677	16.770000
ENP	CESM2	historical	r1i1p1f1	2008	2179	21.790000
ENP	CESM2	historical	r1i1p1f1	2009	1600	16.000000
ENP	CESM2	historical	r1i1p1f1	2010	1342	13.420000
ENP	CESM2	historical	r1i1p1f1	2011	2581	25.810000
ENP	CESM2	historical	r1i1p1f1	2012	1826	18.260000
ENP	CESM2	historical	r1i1p1f1	2013	1473	14.730000
ENP	CESM2	historical	r1i1p1f1	2014	2990	29.900000
ENP	CESM2	ssp245	r10i1p1f1	2015	1660	16.600000
ENP	CESM2	ssp245	r10i1p1f1	2016	3609	36.090000
ENP	CESM2	ssp245	r10i1p1f1	2017	2255	22.550000
ENP	CESM2	ssp245	r10i1p1f1	2018	2137	21.370000
ENP	CESM2	ssp245	r10i1p1f1	2019	3084	30.840000
ENP	CESM2	ssp245	r10i1p1f1	2020	1215	12.150000
ENP	CESM2	ssp245	r10i1p1f1	2021	2614	26.140000
ENP	CESM2	ssp245	r10i1p1f1	2022	3123	31.230000
ENP	CESM2	ssp245	r10i1p1f1	2023	2152	21.520000
ENP	CESM2	ssp245	r10i1p1f1	2024	2486	24.860000
ENP	CESM2	ssp245	r10i1p1f1	2025	1872	18.720000
ENP	CESM2	ssp245	r10i1p1f1	2026	1857	18.570000
ENP	CESM2	ssp245	r10i1p1f1	2027	2423	24.230000
ENP	CESM2	ssp245	r10i1p1f1	2028	1360	13.600000
ENP	CESM2	ssp245	r10i1p1f1	2029	1694	16.940000
ENP	CESM2	ssp245	r10i1p1f1	2030	2726	27.260000
ENP	CESM2	ssp245	r10i1p1f1	2031	1999	19.990000
ENP	CESM2	ssp245	r10i1p1f1	2032	1762	17.620000
ENP	CESM2	ssp245	r10i1p1f1	2033	2892	28.920000
ENP	CESM2	ssp245	r10i1p1f1	2034	2646	26.460000
ENP	CESM2	ssp245	r10i1p1f1	2035	1409	14.090000
ENP	CESM2	ssp245	r10i1p1f1	2036	2622	26.220000
ENP	CESM2	ssp245	r10i1p1f1	2037	2151	21.510000
ENP	CESM2	ssp245	r10i1p1f1	2038	2413	24.130000
ENP	CESM2	ssp245	r10i1p1f1	2039	2068	20.680000
ENP	CESM2	ssp245	r10i1p1f1	2040	1345	13.450000
ENP	CESM2	ssp245	r10i1p1f1	2041	1591	15.910000
ENP	CESM2	ssp245	r10i1p1f1	2042	2878	28.780000
ENP	CESM2	ssp245	r10i1p1f1	2043	1380	13.800000
ENP	CESM2	ssp245	r10i1p1f1	2044	1985	19.850000
ENP	CESM2	ssp245	r10i1p1f1	2045	3376	33.760000
ENP	CESM2	ssp245	r10i1p1f1	2046	3176	31.760000
ENP	CESM2	ssp245	r10i1p1f1	2047	2267	22.670000
ENP	CESM2	ssp245	r10i1p1f1	2048	2176	21.760000
ENP	CESM2	ssp245	r10i1p1f1	2049	1970	19.700000
ENP	CESM2	ssp245	r10i1p1f1	2050	2371	23.710000
ENP	CESM2	ssp245	r10i1p1f1	2051	2576	25.760000
ENP	CESM2	ssp245	r10i1p1f1	2052	1518	15.180000
ENP	CESM2	ssp245	r10i1p1f1	2053	2510	25.100000
ENP	CESM2	ssp245	r10i1p1f1	2054	1820	18.200000
ENP	CESM2	ssp245	r10i1p1f1	2055	2486	24.860000
ENP	CESM2	ssp245	r10i1p1f1	2056	2559	25.590000
ENP	CESM2	ssp245	r10i1p1f1	2057	1996	19.960000
ENP	CESM2	ssp245	r10i1p1f1	2058	1554	15.540000
ENP	CESM2	ssp245	r10i1p1f1	2059	923	9.230000
ENP	CESM2	ssp245	r10i1p1f1	2060	3631	36.310000
ENP	CESM2	ssp245	r10i1p1f1	2061	1006	10.060000
ENP	CESM2	ssp245	r10i1p1f1	2062	2678	26.780000
ENP	CESM2	ssp245	r10i1p1f1	2063	2772	27.720000
ENP	CESM2	ssp245	r10i1p1f1	2064	2094	20.940000
ENP	CESM2	ssp245	r10i1p1f1	2065	2034	20.340000
ENP	CESM2	ssp245	r10i1p1f1	2066	2213	22.130000
ENP	CESM2	ssp245	r10i1p1f1	2067	1485	14.850000
ENP	CESM2	ssp245	r10i1p1f1	2068	1075	10.750000
ENP	CESM2	ssp245	r10i1p1f1	2069	1286	12.860000
ENP	CESM2	ssp245	r10i1p1f1	2070	1353	13.530000
ENP	CESM2	ssp245	r10i1p1f1	2071	2982	29.820000
ENP	CESM2	ssp245	r10i1p1f1	2072	2005	20.050000
ENP	CESM2	ssp245	r10i1p1f1	2073	1802	18.020000
ENP	CESM2	ssp245	r10i1p1f1	2074	1130	11.300000
ENP	CESM2	ssp245	r10i1p1f1	2075	1349	13.490000
ENP	CESM2	ssp245	r10i1p1f1	2076	2416	24.160000
ENP	CESM2	ssp245	r10i1p1f1	2077	1834	18.340000
ENP	CESM2	ssp245	r10i1p1f1	2078	2076	20.760000
ENP	CESM2	ssp245	r10i1p1f1	2079	2235	22.350000
ENP	CESM2	ssp245	r10i1p1f1	2080	2751	27.510000
ENP	CESM2	ssp245	r10i1p1f1	2081	1335	13.350000
ENP	CESM2	ssp245	r10i1p1f1	2082	1588	15.880000
ENP	CESM2	ssp245	r10i1p1f1	2083	1280	12.800000
ENP	CESM2	ssp245	r10i1p1f1	2084	1893	18.930000
ENP	CESM2	ssp245	r10i1p1f1	2085	1954	19.540000
ENP	CESM2	ssp245	r10i1p1f1	2086	1471	14.710000
ENP	CESM2	ssp245	r10i1p1f1	2087	998	9.980000
ENP	CESM2	ssp245	r10i1p1f1	2088	2029	20.290000
ENP	CESM2	ssp245	r10i1p1f1	2089	1504	15.040000
ENP	CESM2	ssp245	r10i1p1f1	2090	1257	12.570000
ENP	CESM2	ssp245	r10i1p1f1	2091	2720	27.200000
ENP	CESM2	ssp245	r10i1p1f1	2092	2220	22.200000
ENP	CESM2	ssp245	r10i1p1f1	2093	1393	13.930000
ENP	CESM2	ssp245	r10i1p1f1	2094	2029	20.290000
ENP	CESM2	ssp245	r10i1p1f1	2095	1881	18.810000
ENP	CESM2	ssp245	r10i1p1f1	2096	2018	20.180000
ENP	CESM2	ssp245	r10i1p1f1	2097	1311	13.110000
ENP	CESM2	ssp245	r10i1p1f1	2098	1115	11.150000
ENP	CESM2	ssp245	r10i1p1f1	2099	1729	17.290000
ENP	CESM2	ssp585	r10i1p1f1	2015	1491	14.910000
ENP	CESM2	ssp585	r10i1p1f1	2016	1990	19.900000
ENP	CESM2	ssp585	r10i1p1f1	2017	2017	20.170000
ENP	CESM2	ssp585	r10i1p1f1	2018	1929	19.290000
ENP	CESM2	ssp585	r10i1p1f1	2019	1836	18.360000
ENP	CESM2	ssp585	r10i1p1f1	2020	3719	37.190000
ENP	CESM2	ssp585	r10i1p1f1	2021	3281	32.810000
ENP	CESM2	ssp585	r10i1p1f1	2022	2693	26.930000
ENP	CESM2	ssp585	r10i1p1f1	2023	2042	20.420000
ENP	CESM2	ssp585	r10i1p1f1	2024	1807	18.070000
ENP	CESM2	ssp585	r10i1p1f1	2025	3402	34.020000
ENP	CESM2	ssp585	r10i1p1f1	2026	1189	11.890000
ENP	CESM2	ssp585	r10i1p1f1	2027	1106	11.060000
ENP	CESM2	ssp585	r10i1p1f1	2028	1778	17.780000
ENP	CESM2	ssp585	r10i1p1f1	2029	2330	23.300000
ENP	CESM2	ssp585	r10i1p1f1	2030	3212	32.120000
ENP	CESM2	ssp585	r10i1p1f1	2031	3154	31.540000
ENP	CESM2	ssp585	r10i1p1f1	2032	1251	12.510000
ENP	CESM2	ssp585	r10i1p1f1	2033	2063	20.630000
ENP	CESM2	ssp585	r10i1p1f1	2034	3239	32.390000
ENP	CESM2	ssp585	r10i1p1f1	2035	2595	25.950000
ENP	CESM2	ssp585	r10i1p1f1	2036	1894	18.940000
ENP	CESM2	ssp585	r10i1p1f1	2037	2149	21.490000
ENP	CESM2	ssp585	r10i1p1f1	2038	3039	30.390000
ENP	CESM2	ssp585	r10i1p1f1	2039	2489	24.890000
ENP	CESM2	ssp585	r10i1p1f1	2040	2336	23.360000
ENP	CESM2	ssp585	r10i1p1f1	2041	2204	22.040000
ENP	CESM2	ssp585	r10i1p1f1	2042	2569	25.690000
ENP	CESM2	ssp585	r10i1p1f1	2043	1648	16.480000
ENP	CESM2	ssp585	r10i1p1f1	2044	1655	16.550000
ENP	CESM2	ssp585	r10i1p1f1	2045	2889	28.890000
ENP	CESM2	ssp585	r10i1p1f1	2046	2449	24.490000
ENP	CESM2	ssp585	r10i1p1f1	2047	1625	16.250000
ENP	CESM2	ssp585	r10i1p1f1	2048	2059	20.590000
ENP	CESM2	ssp585	r10i1p1f1	2049	2328	23.280000
ENP	CESM2	ssp585	r10i1p1f1	2050	1694	16.940000
ENP	CESM2	ssp585	r10i1p1f1	2051	1901	19.010000
ENP	CESM2	ssp585	r10i1p1f1	2052	2884	28.840000
ENP	CESM2	ssp585	r10i1p1f1	2053	2756	27.560000
ENP	CESM2	ssp585	r10i1p1f1	2054	1931	19.310000
ENP	CESM2	ssp585	r10i1p1f1	2055	1014	10.140000
ENP	CESM2	ssp585	r10i1p1f1	2056	2217	22.170000
ENP	CESM2	ssp585	r10i1p1f1	2057	1462	14.620000
ENP	CESM2	ssp585	r10i1p1f1	2058	1415	14.150000
ENP	CESM2	ssp585	r10i1p1f1	2059	1488	14.880000
ENP	CESM2	ssp585	r10i1p1f1	2060	1228	12.280000
ENP	CESM2	ssp585	r10i1p1f1	2061	1777	17.770000
ENP	CESM2	ssp585	r10i1p1f1	2062	2599	25.990000
ENP	CESM2	ssp585	r10i1p1f1	2063	2747	27.470000
ENP	CESM2	ssp585	r10i1p1f1	2064	4540	45.400000
ENP	CESM2	ssp585	r10i1p1f1	2065	1374	13.740000
ENP	CESM2	ssp585	r10i1p1f1	2066	1972	19.720000
ENP	CESM2	ssp585	r10i1p1f1	2067	1373	13.730000
ENP	CESM2	ssp585	r10i1p1f1	2068	1875	18.750000
ENP	CESM2	ssp585	r10i1p1f1	2069	1667	16.670000
ENP	CESM2	ssp585	r10i1p1f1	2070	2426	24.260000
ENP	CESM2	ssp585	r10i1p1f1	2071	1625	16.250000
ENP	CESM2	ssp585	r10i1p1f1	2072	3023	30.230000
ENP	CESM2	ssp585	r10i1p1f1	2073	1209	12.090000
ENP	CESM2	ssp585	r10i1p1f1	2074	1877	18.770000
ENP	CESM2	ssp585	r10i1p1f1	2075	903	9.030000
ENP	CESM2	ssp585	r10i1p1f1	2076	1640	16.400000
ENP	CESM2	ssp585	r10i1p1f1	2077	1019	10.190000
ENP	CESM2	ssp585	r10i1p1f1	2078	842	8.420000
ENP	CESM2	ssp585	r10i1p1f1	2079	1556	15.560000
ENP	CESM2	ssp585	r10i1p1f1	2080	1727	17.270000
ENP	CESM2	ssp585	r10i1p1f1	2081	2059	20.590000
ENP	CESM2	ssp585	r10i1p1f1	2082	1448	14.480000
ENP	CESM2	ssp585	r10i1p1f1	2083	984	9.840000
ENP	CESM2	ssp585	r10i1p1f1	2084	1923	19.230000
ENP	CESM2	ssp585	r10i1p1f1	2085	1800	18.000000
ENP	CESM2	ssp585	r10i1p1f1	2086	1201	12.010000
ENP	CESM2	ssp585	r10i1p1f1	2087	1601	16.010000
ENP	CESM2	ssp585	r10i1p1f1	2088	1985	19.850000
ENP	CESM2	ssp585	r10i1p1f1	2089	1198	11.980000
ENP	CESM2	ssp585	r10i1p1f1	2090	1680	16.800000
ENP	CESM2	ssp585	r10i1p1f1	2091	1113	11.130000
ENP	CESM2	ssp585	r10i1p1f1	2092	1625	16.250000
ENP	CESM2	ssp585	r10i1p1f1	2093	1367	13.670000
ENP	CESM2	ssp585	r10i1p1f1	2094	973	9.730000
ENP	CESM2	ssp585	r10i1p1f1	2095	622	6.220000
ENP	CESM2	ssp585	r10i1p1f1	2096	919	9.190000
ENP	CESM2	ssp585	r10i1p1f1	2097	1004	10.040000
ENP	CESM2	ssp585	r10i1p1f1	2098	1843	18.430000
ENP	CESM2	ssp585	r10i1p1f1	2099	931	9.310000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1980	2235	22.350000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1981	3403	34.030000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1982	1015	10.150000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1983	2599	25.990000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1984	1125	11.250000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1985	2044	20.440000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1986	1977	19.770000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1987	1526	15.260000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1988	1657	16.570000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1989	2002	20.020000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1990	2914	29.140000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1991	1810	18.100000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1992	2092	20.920000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1993	2238	22.380000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1994	3200	32.000000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1995	1944	19.440000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1996	2051	20.510000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1997	1269	12.690000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1998	1370	13.700000
ENP	CNRM-CM6-1	historical	r1i1p1f2	1999	2485	24.850000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2000	1632	16.320000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2001	1759	17.590000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2002	3058	30.580000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2003	2873	28.730000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2004	2368	23.680000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2005	2987	29.870000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2006	2125	21.250000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2007	1461	14.610000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2008	1136	11.360000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2009	1394	13.940000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2010	1337	13.370000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2011	2362	23.620000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2012	1196	11.960000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2013	1754	17.540000
ENP	CNRM-CM6-1	historical	r1i1p1f2	2014	3311	33.110000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2015	2291	22.910000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2016	1206	12.060000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2017	1723	17.230000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2018	2459	24.590000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2019	2113	21.130000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2020	1874	18.740000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2021	1920	19.200000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2022	2048	20.480000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2023	1737	17.370000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2024	1872	18.720000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2025	2206	22.060000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2026	1572	15.720000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2027	2823	28.230000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2028	1717	17.170000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2029	2238	22.380000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2030	2825	28.250000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2031	823	8.230000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2032	2695	26.950000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2033	2759	27.590000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2034	2115	21.150000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2035	2250	22.500000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2036	2291	22.910000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2037	2118	21.180000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2038	2401	24.010000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2039	2172	21.720000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2040	1592	15.920000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2041	1615	16.150000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2042	2618	26.180000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2043	1501	15.010000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2044	1349	13.490000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2045	1421	14.210000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2046	1413	14.130000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2047	1635	16.350000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2048	2130	21.300000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2049	1444	14.440000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2050	1728	17.280000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2051	2058	20.580000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2052	1737	17.370000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2053	2040	20.400000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2054	1941	19.410000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2055	2811	28.110000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2056	1673	16.730000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2057	2220	22.200000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2058	2725	27.250000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2059	2907	29.070000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2060	1862	18.620000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2061	1775	17.750000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2062	2659	26.590000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2063	1577	15.770000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2064	1401	14.010000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2065	2328	23.280000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2066	2440	24.400000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2067	1758	17.580000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2068	1873	18.730000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2069	2946	29.460000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2070	1994	19.940000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2071	1218	12.180000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2072	2305	23.050000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2073	1807	18.070000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2074	2256	22.560000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2075	2039	20.390000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2076	1498	14.980000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2077	2218	22.180000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2078	1317	13.170000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2079	2234	22.340000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2080	1984	19.840000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2081	1587	15.870000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2082	2236	22.360000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2083	2550	25.500000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2084	1965	19.650000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2085	1863	18.630000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2086	1887	18.870000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2087	2039	20.390000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2088	1543	15.430000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2089	1934	19.340000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2090	2214	22.140000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2091	2192	21.920000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2092	1325	13.250000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2093	2174	21.740000
ENP	CNRM-CM6-1	ssp245	r1i1p1f2	2094	2870	28.700000
