basin	model	experiment	variant	year	total_tc	rate_per_year_per_realization
WNP	CanESM5	historical	r1i1p1f1	1987	1027	10.270000
WNP	CanESM5	historical	r1i1p1f1	1988	1666	16.660000
WNP	CanESM5	historical	r1i1p1f1	1989	1076	10.760000
WNP	CanESM5	historical	r1i1p1f1	1990	1733	17.330000
WNP	CanESM5	historical	r1i1p1f1	1991	1024	10.240000
WNP	CanESM5	historical	r1i1p1f1	1992	1440	14.400000
WNP	CanESM5	historical	r1i1p1f1	1993	1701	17.010000
WNP	CanESM5	historical	r1i1p1f1	1994	1870	18.700000
WNP	CanESM5	historical	r1i1p1f1	1995	650	6.500000
WNP	CanESM5	historical	r1i1p1f1	1996	1007	10.070000
WNP	CanESM5	historical	r1i1p1f1	1997	406	4.060000
WNP	CanESM5	historical	r1i1p1f1	1998	1316	13.160000
WNP	CanESM5	historical	r1i1p1f1	1999	1571	15.710000
WNP	CanESM5	historical	r1i1p1f1	2000	486	4.860000
WNP	CanESM5	historical	r1i1p1f1	2001	880	8.800000
WNP	CanESM5	historical	r1i1p1f1	2002	679	6.790000
WNP	CanESM5	historical	r1i1p1f1	2003	1802	18.020000
WNP	CanESM5	historical	r1i1p1f1	2004	1832	18.320000
WNP	CanESM5	historical	r1i1p1f1	2005	1722	17.220000
WNP	CanESM5	historical	r1i1p1f1	2006	1623	16.230000
WNP	CanESM5	historical	r1i1p1f1	2007	1057	10.570000
WNP	CanESM5	historical	r1i1p1f1	2008	1662	16.620000
WNP	CanESM5	historical	r1i1p1f1	2009	1188	11.880000
WNP	CanESM5	historical	r1i1p1f1	2010	1712	17.120000
WNP	CanESM5	historical	r1i1p1f1	2011	1121	11.210000
WNP	CanESM5	historical	r1i1p1f1	2012	1105	11.050000
WNP	CanESM5	historical	r1i1p1f1	2013	1944	19.440000
WNP	CanESM5	historical	r1i1p1f1	2014	1341	13.410000
WNP	CanESM5	ssp245	r1i1p1f1	2015	2718	27.180000
WNP	CanESM5	ssp245	r1i1p1f1	2016	1983	19.830000
WNP	CanESM5	ssp245	r1i1p1f1	2017	1616	16.160000
WNP	CanESM5	ssp245	r1i1p1f1	2018	1681	16.810000
WNP	CanESM5	ssp245	r1i1p1f1	2019	1082	10.820000
WNP	CanESM5	ssp245	r1i1p1f1	2020	1284	12.840000
WNP	CanESM5	ssp245	r1i1p1f1	2021	1574	15.740000
WNP	CanESM5	ssp245	r1i1p1f1	2022	1368	13.680000
WNP	CanESM5	ssp245	r1i1p1f1	2023	1518	15.180000
WNP	CanESM5	ssp245	r1i1p1f1	2024	1251	12.510000
WNP	CanESM5	ssp245	r1i1p1f1	2025	469	4.690000
WNP	CanESM5	ssp245	r1i1p1f1	2026	965	9.650000
WNP	CanESM5	ssp245	r1i1p1f1	2027	1837	18.370000
WNP	CanESM5	ssp245	r1i1p1f1	2028	1686	16.860000
WNP	CanESM5	ssp245	r1i1p1f1	2029	2559	25.590000
WNP	CanESM5	ssp245	r1i1p1f1	2030	2091	20.910000
WNP	CanESM5	ssp245	r1i1p1f1	2031	1431	14.310000
WNP	CanESM5	ssp245	r1i1p1f1	2032	1726	17.260000
WNP	CanESM5	ssp245	r1i1p1f1	2033	1243	12.430000
WNP	CanESM5	ssp245	r1i1p1f1	2034	1516	15.160000
WNP	CanESM5	ssp245	r1i1p1f1	2035	1601	16.010000
WNP	CanESM5	ssp245	r1i1p1f1	2036	1283	12.830000
WNP	CanESM5	ssp245	r1i1p1f1	2037	1741	17.410000
WNP	CanESM5	ssp245	r1i1p1f1	2038	1420	14.200000
WNP	CanESM5	ssp245	r1i1p1f1	2039	1653	16.530000
WNP	CanESM5	ssp245	r1i1p1f1	2040	2205	22.050000
WNP	CanESM5	ssp245	r1i1p1f1	2041	755	7.550000
WNP	CanESM5	ssp245	r1i1p1f1	2042	1659	16.590000
WNP	CanESM5	ssp245	r1i1p1f1	2043	1773	17.730000
WNP	CanESM5	ssp245	r1i1p1f1	2044	2225	22.250000
WNP	CanESM5	ssp245	r1i1p1f1	2045	1852	18.520000
WNP	CanESM5	ssp245	r1i1p1f1	2046	1564	15.640000
WNP	CanESM5	ssp245	r1i1p1f1	2047	2337	23.370000
WNP	CanESM5	ssp245	r1i1p1f1	2048	1898	18.980000
WNP	CanESM5	ssp245	r1i1p1f1	2049	1887	18.870000
WNP	CanESM5	ssp245	r1i1p1f1	2050	1793	17.930000
WNP	CanESM5	ssp245	r1i1p1f1	2051	1341	13.410000
WNP	CanESM5	ssp245	r1i1p1f1	2052	1596	15.960000
WNP	CanESM5	ssp245	r1i1p1f1	2053	1551	15.510000
WNP	CanESM5	ssp245	r1i1p1f1	2054	1613	16.130000
WNP	CanESM5	ssp245	r1i1p1f1	2055	1284	12.840000
WNP	CanESM5	ssp245	r1i1p1f1	2056	2422	24.220000
WNP	CanESM5	ssp245	r1i1p1f1	2057	1791	17.910000
WNP	CanESM5	ssp245	r1i1p1f1	2058	1416	14.160000
WNP	CanESM5	ssp245	r1i1p1f1	2059	1890	18.900000
WNP	CanESM5	ssp245	r1i1p1f1	2060	2170	21.700000
WNP	CanESM5	ssp245	r1i1p1f1	2061	1816	18.160000
WNP	CanESM5	ssp245	r1i1p1f1	2062	1464	14.640000
WNP	CanESM5	ssp245	r1i1p1f1	2063	1469	14.690000
WNP	CanESM5	ssp245	r1i1p1f1	2064	1474	14.740000
WNP	CanESM5	ssp245	r1i1p1f1	2065	2191	21.910000
WNP	CanESM5	ssp245	r1i1p1f1	2066	1401	14.010000
WNP	CanESM5	ssp245	r1i1p1f1	2067	1851	18.510000
WNP	CanESM5	ssp245	r1i1p1f1	2068	2634	26.340000
WNP	CanESM5	ssp245	r1i1p1f1	2069	1620	16.200000
WNP	CanESM5	ssp245	r1i1p1f1	2070	1932	19.320000
WNP	CanESM5	ssp245	r1i1p1f1	2071	1146	11.460000
WNP	CanESM5	ssp245	r1i1p1f1	2072	2559	25.590000
WNP	CanESM5	ssp245	r1i1p1f1	2073	1930	19.300000
WNP	CanESM5	ssp245	r1i1p1f1	2074	1837	18.370000
WNP	CanESM5	ssp245	r1i1p1f1	2075	2495	24.950000
WNP	CanESM5	ssp245	r1i1p1f1	2076	1888	18.880000
WNP	CanESM5	ssp245	r1i1p1f1	2077	1377	13.770000
WNP	CanESM5	ssp245	r1i1p1f1	2078	2017	20.170000
WNP	CanESM5	ssp245	r1i1p1f1	2079	1525	15.250000
WNP	CanESM5	ssp245	r1i1p1f1	2080	1479	14.790000
WNP	CanESM5	ssp245	r1i1p1f1	2081	1922	19.220000
WNP	CanESM5	ssp245	r1i1p1f1	2082	2088	20.880000
WNP	CanESM5	ssp245	r1i1p1f1	2083	1947	19.470000
WNP	CanESM5	ssp245	r1i1p1f1	2084	2381	23.810000
WNP	CanESM5	ssp245	r1i1p1f1	2085	1569	15.690000
WNP	CanESM5	ssp245	r1i1p1f1	2086	1311	13.110000
WNP	CanESM5	ssp245	r1i1p1f1	2087	1287	12.870000
WNP	CanESM5	ssp245	r1i1p1f1	2088	1840	18.400000
WNP	CanESM5	ssp245	r1i1p1f1	2089	2118	21.180000
WNP	CanESM5	ssp245	r1i1p1f1	2090	1662	16.620000
WNP	CanESM5	ssp245	r1i1p1f1	2091	1318	13.180000
WNP	CanESM5	ssp245	r1i1p1f1	2092	1907	19.070000
WNP	CanESM5	ssp245	r1i1p1f1	2093	1397	13.970000
WNP	CanESM5	ssp245	r1i1p1f1	2094	1705	17.050000
WNP	CanESM5	ssp245	r1i1p1f1	2095	1152	11.520000
WNP	CanESM5	ssp245	r1i1p1f1	2096	1324	13.240000
WNP	CanESM5	ssp245	r1i1p1f1	2097	1724	17.240000
WNP	CanESM5	ssp245	r1i1p1f1	2098	1517	15.170000
WNP	CanESM5	ssp245	r1i1p1f1	2099	2102	21.020000
WNP	CanESM5	ssp585	r1i1p1f1	2015	1729	17.290000
WNP	CanESM5	ssp585	r1i1p1f1	2016	1824	18.240000
WNP	CanESM5	ssp585	r1i1p1f1	2017	1179	11.790000
WNP	CanESM5	ssp585	r1i1p1f1	2018	962	9.620000
WNP	CanESM5	ssp585	r1i1p1f1	2019	1177	11.770000
WNP	CanESM5	ssp585	r1i1p1f1	2020	1904	19.040000
WNP	CanESM5	ssp585	r1i1p1f1	2021	1373	13.730000
WNP	CanESM5	ssp585	r1i1p1f1	2022	1764	17.640000
WNP	CanESM5	ssp585	r1i1p1f1	2023	1753	17.530000
WNP	CanESM5	ssp585	r1i1p1f1	2024	890	8.900000
WNP	CanESM5	ssp585	r1i1p1f1	2025	1222	12.220000
WNP	CanESM5	ssp585	r1i1p1f1	2026	967	9.670000
WNP	CanESM5	ssp585	r1i1p1f1	2027	2054	20.540000
WNP	CanESM5	ssp585	r1i1p1f1	2028	1186	11.860000
WNP	CanESM5	ssp585	r1i1p1f1	2029	1970	19.700000
WNP	CanESM5	ssp585	r1i1p1f1	2030	1476	14.760000
WNP	CanESM5	ssp585	r1i1p1f1	2031	1012	10.120000
WNP	CanESM5	ssp585	r1i1p1f1	2032	2200	22.000000
WNP	CanESM5	ssp585	r1i1p1f1	2033	2487	24.870000
WNP	CanESM5	ssp585	r1i1p1f1	2034	1728	17.280000
WNP	CanESM5	ssp585	r1i1p1f1	2035	986	9.860000
WNP	CanESM5	ssp585	r1i1p1f1	2036	1403	14.030000
WNP	CanESM5	ssp585	r1i1p1f1	2037	1441	14.410000
WNP	CanESM5	ssp585	r1i1p1f1	2038	2057	20.570000
WNP	CanESM5	ssp585	r1i1p1f1	2039	2116	21.160000
WNP	CanESM5	ssp585	r1i1p1f1	2040	1025	10.250000
WNP	CanESM5	ssp585	r1i1p1f1	2041	2386	23.860000
WNP	CanESM5	ssp585	r1i1p1f1	2042	1530	15.300000
WNP	CanESM5	ssp585	r1i1p1f1	2043	1562	15.620000
WNP	CanESM5	ssp585	r1i1p1f1	2044	2254	22.540000
WNP	CanESM5	ssp585	r1i1p1f1	2045	1884	18.840000
WNP	CanESM5	ssp585	r1i1p1f1	2046	1739	17.390000
WNP	CanESM5	ssp585	r1i1p1f1	2047	678	6.780000
WNP	CanESM5	ssp585	r1i1p1f1	2048	1924	19.240000
WNP	CanESM5	ssp585	r1i1p1f1	2049	1617	16.170000
WNP	CanESM5	ssp585	r1i1p1f1	2050	1367	13.670000
WNP	CanESM5	ssp585	r1i1p1f1	2051	2299	22.990000
WNP	CanESM5	ssp585	r1i1p1f1	2052	1625	16.250000
WNP	CanESM5	ssp585	r1i1p1f1	2053	1722	17.220000
WNP	CanESM5	ssp585	r1i1p1f1	2054	1062	10.620000
WNP	CanESM5	ssp585	r1i1p1f1	2055	1627	16.270000
WNP	CanESM5	ssp585	r1i1p1f1	2056	2468	24.680000
WNP	CanESM5	ssp585	r1i1p1f1	2057	926	9.260000
WNP	CanESM5	ssp585	r1i1p1f1	2058	955	9.550000
WNP	CanESM5	ssp585	r1i1p1f1	2059	1707	17.070000
WNP	CanESM5	ssp585	r1i1p1f1	2060	1453	14.530000
WNP	CanESM5	ssp585	r1i1p1f1	2061	2314	23.140000
WNP	CanESM5	ssp585	r1i1p1f1	2062	2008	20.080000
WNP	CanESM5	ssp585	r1i1p1f1	2063	2192	21.920000
WNP	CanESM5	ssp585	r1i1p1f1	2064	1974	19.740000
WNP	CanESM5	ssp585	r1i1p1f1	2065	1708	17.080000
WNP	CanESM5	ssp585	r1i1p1f1	2066	742	7.420000
WNP	CanESM5	ssp585	r1i1p1f1	2067	2157	21.570000
WNP	CanESM5	ssp585	r1i1p1f1	2068	1892	18.920000
WNP	CanESM5	ssp585	r1i1p1f1	2069	2157	21.570000
WNP	CanESM5	ssp585	r1i1p1f1	2070	1626	16.260000
WNP	CanESM5	ssp585	r1i1p1f1	2071	1658	16.580000
WNP	CanESM5	ssp585	r1i1p1f1	2072	2037	20.370000
WNP	CanESM5	ssp585	r1i1p1f1	2073	1164	11.640000
WNP	CanESM5	ssp585	r1i1p1f1	2074	2171	21.710000
WNP	CanESM5	ssp585	r1i1p1f1	2075	1527	15.270000
WNP	CanESM5	ssp585	r1i1p1f1	2076	2927	29.270000
WNP	CanESM5	ssp585	r1i1p1f1	2077	2204	22.040000
WNP	CanESM5	ssp585	r1i1p1f1	2078	2352	23.520000
WNP	CanESM5	ssp585	r1i1p1f1	2079	1232	12.320000
WNP	CanESM5	ssp585	r1i1p1f1	2080	2778	27.780000
WNP	CanESM5	ssp585	r1i1p1f1	2081	1530	15.300000
WNP	CanESM5	ssp585	r1i1p1f1	2082	2123	21.230000
WNP	CanESM5	ssp585	r1i1p1f1	2083	2054	20.540000
WNP	CanESM5	ssp585	r1i1p1f1	2084	2430	24.300000
WNP	CanESM5	ssp585	r1i1p1f1	2085	2232	22.320000
WNP	CanESM5	ssp585	r1i1p1f1	2086	2028	20.280000
WNP	CanESM5	ssp585	r1i1p1f1	2087	2106	21.060000
WNP	CanESM5	ssp585	r1i1p1f1	2088	1833	18.330000
WNP	CanESM5	ssp585	r1i1p1f1	2089	1897	18.970000
WNP	CanESM5	ssp585	r1i1p1f1	2090	2816	28.160000
WNP	CanESM5	ssp585	r1i1p1f1	2091	1452	14.520000
WNP	CanESM5	ssp585	r1i1p1f1	2092	2074	20.740000
WNP	CanESM5	ssp585	r1i1p1f1	2093	1667	16.670000
WNP	CanESM5	ssp585	r1i1p1f1	2094	1663	16.630000
WNP	CanESM5	ssp585	r1i1p1f1	2095	2425	24.250000
WNP	CanESM5	ssp585	r1i1p1f1	2096	1872	18.720000
WNP	CanESM5	ssp585	r1i1p1f1	2097	1466	14.660000
WNP	CanESM5	ssp585	r1i1p1f1	2098	1940	19.400000
WNP	CanESM5	ssp585	r1i1p1f1	2099	2491	24.910000
WNP	EC-Earth3	historical	r1i1p1f1	1980	3094	30.940000
WNP	EC-Earth3	historical	r1i1p1f1	1981	3008	30.080000
WNP	EC-Earth3	historical	r1i1p1f1	1982	1449	14.490000
WNP	EC-Earth3	historical	r1i1p1f1	1983	2586	25.860000
WNP	EC-Earth3	historical	r1i1p1f1	1984	1679	16.790000
WNP	EC-Earth3	historical	r1i1p1f1	1985	3435	34.350000
WNP	EC-Earth3	historical	r1i1p1f1	1986	2441	24.410000
WNP	EC-Earth3	historical	r1i1p1f1	1987	3621	36.210000
WNP	EC-Earth3	historical	r1i1p1f1	1988	2279	22.790000
WNP	EC-Earth3	historical	r1i1p1f1	1989	1954	19.540000
WNP	EC-Earth3	historical	r1i1p1f1	1990	2433	24.330000
WNP	EC-Earth3	historical	r1i1p1f1	1991	3149	31.490000
WNP	EC-Earth3	historical	r1i1p1f1	1992	2701	27.010000
WNP	EC-Earth3	historical	r1i1p1f1	1993	1913	19.130000
WNP	EC-Earth3	historical	r1i1p1f1	1994	1310	13.100000
WNP	EC-Earth3	historical	r1i1p1f1	1995	2837	28.370000
WNP	EC-Earth3	historical	r1i1p1f1	1996	2581	25.810000
WNP	EC-Earth3	historical	r1i1p1f1	1997	1885	18.850000
WNP	EC-Earth3	historical	r1i1p1f1	1998	2192	21.920000
WNP	EC-Earth3	historical	r1i1p1f1	1999	3491	34.910000
WNP	EC-Earth3	historical	r1i1p1f1	2000	2538	25.380000
WNP	EC-Earth3	historical	r1i1p1f1	2001	3347	33.470000
WNP	EC-Earth3	historical	r1i1p1f1	2002	2523	25.230000
WNP	EC-Earth3	historical	r1i1p1f1	2003	2137	21.370000
WNP	EC-Earth3	historical	r1i1p1f1	2004	2038	20.380000
WNP	EC-Earth3	historical	r1i1p1f1	2005	2993	29.930000
WNP	EC-Earth3	historical	r1i1p1f1	2006	1429	14.290000
WNP	EC-Earth3	historical	r1i1p1f1	2007	2993	29.930000
WNP	EC-Earth3	historical	r1i1p1f1	2008	1670	16.700000
WNP	EC-Earth3	historical	r1i1p1f1	2009	2589	25.890000
WNP	EC-Earth3	historical	r1i1p1f1	2010	2713	27.130000
WNP	EC-Earth3	historical	r1i1p1f1	2011	1622	16.220000
WNP	EC-Earth3	historical	r1i1p1f1	2012	2300	23.000000
WNP	EC-Earth3	historical	r1i1p1f1	2013	3573	35.730000
WNP	EC-Earth3	historical	r1i1p1f1	2014	3496	34.960000
WNP	EC-Earth3	ssp245	r1i1p1f1	2015	3668	36.680000
WNP	EC-Earth3	ssp245	r1i1p1f1	2016	2353	23.530000
WNP	EC-Earth3	ssp245	r1i1p1f1	2017	2625	26.250000
WNP	EC-Earth3	ssp245	r1i1p1f1	2018	3876	38.760000
WNP	EC-Earth3	ssp245	r1i1p1f1	2019	2202	22.020000
WNP	EC-Earth3	ssp245	r1i1p1f1	2020	2072	20.720000
WNP	EC-Earth3	ssp245	r1i1p1f1	2021	2944	29.440000
WNP	EC-Earth3	ssp245	r1i1p1f1	2022	1863	18.630000
WNP	EC-Earth3	ssp245	r1i1p1f1	2023	2018	20.180000
WNP	EC-Earth3	ssp245	r1i1p1f1	2024	3035	30.350000
WNP	EC-Earth3	ssp245	r1i1p1f1	2025	1702	17.020000
WNP	EC-Earth3	ssp245	r1i1p1f1	2026	1847	18.470000
WNP	EC-Earth3	ssp245	r1i1p1f1	2027	2997	29.970000
WNP	EC-Earth3	ssp245	r1i1p1f1	2028	2074	20.740000
WNP	EC-Earth3	ssp245	r1i1p1f1	2029	2651	26.510000
WNP	EC-Earth3	ssp245	r1i1p1f1	2030	2338	23.380000
WNP	EC-Earth3	ssp245	r1i1p1f1	2031	1422	14.220000
WNP	EC-Earth3	ssp245	r1i1p1f1	2032	2516	25.160000
WNP	EC-Earth3	ssp245	r1i1p1f1	2033	3192	31.920000
WNP	EC-Earth3	ssp245	r1i1p1f1	2034	3121	31.210000
WNP	EC-Earth3	ssp245	r1i1p1f1	2035	1577	15.770000
WNP	EC-Earth3	ssp245	r1i1p1f1	2036	2259	22.590000
WNP	EC-Earth3	ssp245	r1i1p1f1	2037	3069	30.690000
WNP	EC-Earth3	ssp245	r1i1p1f1	2038	2474	24.740000
WNP	EC-Earth3	ssp245	r1i1p1f1	2039	3608	36.080000
WNP	EC-Earth3	ssp245	r1i1p1f1	2040	2762	27.620000
WNP	EC-Earth3	ssp245	r1i1p1f1	2041	2022	20.220000
WNP	EC-Earth3	ssp245	r1i1p1f1	2042	1499	14.990000
WNP	EC-Earth3	ssp245	r1i1p1f1	2043	3174	31.740000
WNP	EC-Earth3	ssp245	r1i1p1f1	2044	2511	25.110000
WNP	EC-Earth3	ssp245	r1i1p1f1	2045	3081	30.810000
WNP	EC-Earth3	ssp245	r1i1p1f1	2046	2415	24.150000
WNP	EC-Earth3	ssp245	r1i1p1f1	2047	1873	18.730000
WNP	EC-Earth3	ssp245	r1i1p1f1	2048	3060	30.600000
WNP	EC-Earth3	ssp245	r1i1p1f1	2049	2273	22.730000
WNP	EC-Earth3	ssp245	r1i1p1f1	2050	2700	27.000000
WNP	EC-Earth3	ssp245	r1i1p1f1	2051	2939	29.390000
WNP	EC-Earth3	ssp245	r1i1p1f1	2052	2856	28.560000
WNP	EC-Earth3	ssp245	r1i1p1f1	2053	2187	21.870000
WNP	EC-Earth3	ssp245	r1i1p1f1	2054	2054	20.540000
WNP	EC-Earth3	ssp245	r1i1p1f1	2055	2653	26.530000
WNP	EC-Earth3	ssp245	r1i1p1f1	2056	3252	32.520000
WNP	EC-Earth3	ssp245	r1i1p1f1	2057	2533	25.330000
WNP	EC-Earth3	ssp245	r1i1p1f1	2058	2624	26.240000
WNP	EC-Earth3	ssp245	r1i1p1f1	2059	2013	20.130000
WNP	EC-Earth3	ssp245	r1i1p1f1	2060	2341	23.410000
WNP	EC-Earth3	ssp245	r1i1p1f1	2061	1500	15.000000
WNP	EC-Earth3	ssp245	r1i1p1f1	2062	2431	24.310000
WNP	EC-Earth3	ssp245	r1i1p1f1	2063	1924	19.240000
WNP	EC-Earth3	ssp245	r1i1p1f1	2064	2018	20.180000
WNP	EC-Earth3	ssp245	r1i1p1f1	2065	2171	21.710000
WNP	EC-Earth3	ssp245	r1i1p1f1	2066	2352	23.520000
WNP	EC-Earth3	ssp245	r1i1p1f1	2067	891	8.910000
WNP	EC-Earth3	ssp245	r1i1p1f1	2068	1715	17.150000
WNP	EC-Earth3	ssp245	r1i1p1f1	2069	2960	29.600000
WNP	EC-Earth3	ssp245	r1i1p1f1	2070	3001	30.010000
WNP	EC-Earth3	ssp245	r1i1p1f1	2071	3261	32.610000
WNP	EC-Earth3	ssp245	r1i1p1f1	2072	1034	10.340000
WNP	EC-Earth3	ssp245	r1i1p1f1	2073	2356	23.560000
WNP	EC-Earth3	ssp245	r1i1p1f1	2074	1039	10.390000
WNP	EC-Earth3	ssp245	r1i1p1f1	2075	3319	33.190000
WNP	EC-Earth3	ssp245	r1i1p1f1	2076	3828	38.280000
WNP	EC-Earth3	ssp245	r1i1p1f1	2077	1453	14.530000
WNP	EC-Earth3	ssp245	r1i1p1f1	2078	2160	21.600000
WNP	EC-Earth3	ssp245	r1i1p1f1	2079	2535	25.350000
WNP	EC-Earth3	ssp245	r1i1p1f1	2080	2076	20.760000
WNP	EC-Earth3	ssp245	r1i1p1f1	2081	1792	17.920000
WNP	EC-Earth3	ssp245	r1i1p1f1	2082	2429	24.290000
WNP	EC-Earth3	ssp245	r1i1p1f1	2083	2828	28.280000
WNP	EC-Earth3	ssp245	r1i1p1f1	2084	2579	25.790000
WNP	EC-Earth3	ssp245	r1i1p1f1	2085	3642	36.420000
WNP	EC-Earth3	ssp245	r1i1p1f1	2086	1194	11.940000
WNP	EC-Earth3	ssp245	r1i1p1f1	2087	1898	18.980000
WNP	EC-Earth3	ssp245	r1i1p1f1	2088	2422	24.220000
WNP	EC-Earth3	ssp245	r1i1p1f1	2089	3102	31.020000
WNP	EC-Earth3	ssp245	r1i1p1f1	2090	1847	18.470000
WNP	EC-Earth3	ssp245	r1i1p1f1	2091	1786	17.860000
WNP	EC-Earth3	ssp245	r1i1p1f1	2092	2339	23.390000
WNP	EC-Earth3	ssp245	r1i1p1f1	2093	1029	10.290000
WNP	EC-Earth3	ssp245	r1i1p1f1	2094	3034	30.340000
WNP	EC-Earth3	ssp245	r1i1p1f1	2095	2665	26.650000
WNP	EC-Earth3	ssp245	r1i1p1f1	2096	709	7.090000
WNP	EC-Earth3	ssp245	r1i1p1f1	2097	1664	16.640000
WNP	EC-Earth3	ssp245	r1i1p1f1	2098	2902	29.020000
WNP	EC-Earth3	ssp245	r1i1p1f1	2099	1611	16.110000
WNP	EC-Earth3	ssp585	r1i1p1f1	2015	2946	29.460000
WNP	EC-Earth3	ssp585	r1i1p1f1	2016	4205	42.050000
WNP	EC-Earth3	ssp585	r1i1p1f1	2017	2998	29.980000
WNP	EC-Earth3	ssp585	r1i1p1f1	2018	2875	28.750000
WNP	EC-Earth3	ssp585	r1i1p1f1	2019	1898	18.980000
WNP	EC-Earth3	ssp585	r1i1p1f1	2020	2528	25.280000
WNP	EC-Earth3	ssp585	r1i1p1f1	2021	3401	34.010000
WNP	EC-Earth3	ssp585	r1i1p1f1	2022	2180	21.800000
WNP	EC-Earth3	ssp585	r1i1p1f1	2023	2894	28.940000
WNP	EC-Earth3	ssp585	r1i1p1f1	2024	1878	18.780000
WNP	EC-Earth3	ssp585	r1i1p1f1	2025	1995	19.950000
WNP	EC-Earth3	ssp585	r1i1p1f1	2026	2722	27.220000
WNP	EC-Earth3	ssp585	r1i1p1f1	2027	2324	23.240000
WNP	EC-Earth3	ssp585	r1i1p1f1	2028	1408	14.080000
WNP	EC-Earth3	ssp585	r1i1p1f1	2029	2688	26.880000
WNP	EC-Earth3	ssp585	r1i1p1f1	2030	2690	26.900000
WNP	EC-Earth3	ssp585	r1i1p1f1	2031	2873	28.730000
WNP	EC-Earth3	ssp585	r1i1p1f1	2032	2699	26.990000
WNP	EC-Earth3	ssp585	r1i1p1f1	2033	3729	37.290000
WNP	EC-Earth3	ssp585	r1i1p1f1	2034	3094	30.940000
WNP	EC-Earth3	ssp585	r1i1p1f1	2035	2177	21.770000
WNP	EC-Earth3	ssp585	r1i1p1f1	2036	1844	18.440000
WNP	EC-Earth3	ssp585	r1i1p1f1	2037	1308	13.080000
WNP	EC-Earth3	ssp585	r1i1p1f1	2038	2654	26.540000
WNP	EC-Earth3	ssp585	r1i1p1f1	2039	1995	19.950000
WNP	EC-Earth3	ssp585	r1i1p1f1	2040	1856	18.560000
WNP	EC-Earth3	ssp585	r1i1p1f1	2041	1434	14.340000
WNP	EC-Earth3	ssp585	r1i1p1f1	2042	3752	37.520000
WNP	EC-Earth3	ssp585	r1i1p1f1	2043	2438	24.380000
WNP	EC-Earth3	ssp585	r1i1p1f1	2044	2536	25.360000
WNP	EC-Earth3	ssp585	r1i1p1f1	2045	1910	19.100000
WNP	EC-Earth3	ssp585	r1i1p1f1	2046	2963	29.630000
WNP	EC-Earth3	ssp585	r1i1p1f1	2047	1029	10.290000
WNP	EC-Earth3	ssp585	r1i1p1f1	2048	2454	24.540000
WNP	EC-Earth3	ssp585	r1i1p1f1	2049	2887	28.870000
WNP	EC-Earth3	ssp585	r1i1p1f1	2050	2201	22.010000
WNP	EC-Earth3	ssp585	r1i1p1f1	2051	3300	33.000000
WNP	EC-Earth3	ssp585	r1i1p1f1	2052	965	9.650000
WNP	EC-Earth3	ssp585	r1i1p1f1	2053	1959	19.590000
WNP	EC-Earth3	ssp585	r1i1p1f1	2054	2647	26.470000
WNP	EC-Earth3	ssp585	r1i1p1f1	2055	2714	27.140000
WNP	EC-Earth3	ssp585	r1i1p1f1	2056	1847	18.470000
WNP	EC-Earth3	ssp585	r1i1p1f1	2057	3460	34.600000
WNP	EC-Earth3	ssp585	r1i1p1f1	2058	2630	26.300000
WNP	EC-Earth3	ssp585	r1i1p1f1	2059	1303	13.030000
WNP	EC-Earth3	ssp585	r1i1p1f1	2060	702	7.020000
WNP	EC-Earth3	ssp585	r1i1p1f1	2061	2389	23.890000
WNP	EC-Earth3	ssp585	r1i1p1f1	2062	3098	30.980000
WNP	EC-Earth3	ssp585	r1i1p1f1	2063	3366	33.660000
WNP	EC-Earth3	ssp585	r1i1p1f1	2064	616	6.160000
WNP	EC-Earth3	ssp585	r1i1p1f1	2065	1828	18.280000
WNP	EC-Earth3	ssp585	r1i1p1f1	2066	2800	28.000000
WNP	EC-Earth3	ssp585	r1i1p1f1	2067	1433	14.330000
WNP	EC-Earth3	ssp585	r1i1p1f1	2068	1444	14.440000
WNP	EC-Earth3	ssp585	r1i1p1f1	2069	1467	14.670000
WNP	EC-Earth3	ssp585	r1i1p1f1	2070	2148	21.480000
WNP	EC-Earth3	ssp585	r1i1p1f1	2071	934	9.340000
WNP	EC-Earth3	ssp585	r1i1p1f1	2072	3045	30.450000
WNP	EC-Earth3	ssp585	r1i1p1f1	2073	1880	18.800000
WNP	EC-Earth3	ssp585	r1i1p1f1	2074	2660	26.600000
WNP	EC-Earth3	ssp585	r1i1p1f1	2075	1987	19.870000
WNP	EC-Earth3	ssp585	r1i1p1f1	2076	690	6.900000
WNP	EC-Earth3	ssp585	r1i1p1f1	2077	1399	13.990000
WNP	EC-Earth3	ssp585	r1i1p1f1	2078	2450	24.500000
WNP	EC-Earth3	ssp585	r1i1p1f1	2079	605	6.050000
WNP	EC-Earth3	ssp585	r1i1p1f1	2080	638	6.380000
WNP	EC-Earth3	ssp585	r1i1p1f1	2081	2322	23.220000
WNP	EC-Earth3	ssp585	r1i1p1f1	2082	1977	19.770000
WNP	EC-Earth3	ssp585	r1i1p1f1	2083	703	7.030000
WNP	EC-Earth3	ssp585	r1i1p1f1	2084	2405	24.050000
WNP	EC-Earth3	ssp585	r1i1p1f1	2085	2622	26.220000
WNP	EC-Earth3	ssp585	r1i1p1f1	2086	2074	20.740000
WNP	EC-Earth3	ssp585	r1i1p1f1	2087	406	4.060000
WNP	EC-Earth3	ssp585	r1i1p1f1	2088	2106	21.060000
